NodeName,isCyber,isPhysical,isSocial,ArchitectureLayer
Other Map Update Systems Operator,1,0,0,Enterprise
Field Location and Time Data Source Manager,1,1,0,Enterprise
Personal Location and Time Data Source Manager,1,0,1,Enterprise
Vehicle Location and Time Data Source Manager,1,1,0,Enterprise
Security Monitoring Equipment Manager,1,1,0,Enterprise
Security Monitoring Equipment Operator,1,1,0,Enterprise
Traveler Information Voice System Manager,1,1,1,Enterprise
Traveler Information Voice System Operator,1,1,1,Enterprise
Driver Identification Card Manager,1,1,1,Enterprise
Multimodal Crossing Equipment Manager,1,1,0,Enterprise
Multimodal Crossing Equipment Operator,1,1,0,Enterprise
CVO Information Requestor Center Manager,1,0,1,Enterprise
CVO Information Requestor Center Operator,1,0,1,Enterprise
Other Archived Data Systems Manager,1,0,0,Enterprise
Other Archived Data Systems Operator,1,0,0,Enterprise
Other Data Sources Manager,1,0,0,Enterprise
Other Data Sources Operator,1,0,0,Enterprise
Other Parking Management Centers Manager,1,0,1,Enterprise
Other Parking Management Centers Operator,1,0,1,Enterprise
Other Maint and Constr Mgmt Centers Manager,1,0,1,Enterprise
Other Maint and Constr Mgmt Centers Operator,1,0,1,Enterprise
Asset Management System Manager,1,0,0,Enterprise
Asset Management System Operator,1,0,0,Enterprise
Equipment Repair Facility Manager,0,1,1,Enterprise
Equipment Repair Facility Operator,0,1,1,Enterprise
Alerting and Advisory System Manager,1,0,1,Enterprise
Alerting and Advisory System Operator,1,0,1,Enterprise
Basic Vehicle Manager,1,1,0,Enterprise
Position Corrections Source Manager,1,0,0,Enterprise
Position Corrections Source Operator,1,0,0,Enterprise
Field Manager,0,1,1,Enterprise
Vehicle Service Center Manager,1,1,1,Enterprise
Vehicle Service Center Operator,1,1,1,Enterprise
Support Maintenance Equipment Manager,0,1,0,Enterprise
Traffic Regulatory Authority Center Manager,1,0,1,Enterprise
Other Connected Vehicle Roadside Equipment Manager,1,1,0,Enterprise
Other Connected Vehicle Roadside Equipment Operator,1,1,0,Enterprise
Location and Time Data Source,1,0,0,Enterprise
ITS Object,1,1,0,Enterprise
Other ITS Objects,1,1,0,Enterprise
ITS Communications Equipment,1,1,0,Enterprise
Personnel Device,1,1,1,Enterprise
Identifier Registry,1,0,0,Enterprise
Other Identifier Registries,1,0,0,Enterprise
Certification System,1,0,0,Enterprise
Maint and Constr Vehicle Operator,0,1,1,Enterprise
Certification System Operator,1,0,1,Enterprise
Identifier Registry Operator,1,0,1,Enterprise
ITS Communications Equipment Operator,1,1,1,Enterprise
Other Identifier Registry Operator,1,0,1,Enterprise
Certification System Owner,1,0,1,Enterprise
Identifier Registry Owner,1,0,1,Enterprise
ITS Communications Equipment Owner,1,1,1,Enterprise
ITS Object Owner,1,1,1,Enterprise
Location and Time Data Source Owner,1,1,1,Enterprise
Other Identifier Registries Owner,1,0,1,Enterprise
Other ITS Objects Owner,1,1,1,Enterprise
Personnel Device Owner,1,1,1,Enterprise
Certification System Maintainer,1,0,1,Enterprise
Identifier Registry Maintainer,1,0,1,Enterprise
ITS Communications Equipment Maintainer,1,1,1,Enterprise
ITS Object Maintainer,1,1,1,Enterprise
Location and Time Data Source Maintainer,1,1,1,Enterprise
Other Identifier Registries Maintainer,1,0,1,Enterprise
Other ITS Objects Maintainer,1,1,1,Enterprise
Personnel Device Maintainer,1,1,1,Enterprise
Certification System Installer,1,0,1,Enterprise
Identifier Registry Installer,1,0,1,Enterprise
ITS Communications Equipment Installer,1,1,1,Enterprise
ITS Object Installer,1,1,1,Enterprise
Location and Time Data Source Installer,1,1,1,Enterprise
Other Identifier Registries Installer,1,0,1,Enterprise
Other ITS Objects Installer,1,1,1,Enterprise
Personnel Device Installer,1,1,1,Enterprise
Certification System Verifier,1,0,1,Enterprise
Identifier Registry Verifier,1,0,1,Enterprise
ITS Communications Equipment Verifier,1,1,1,Enterprise
ITS Object Verifier,1,1,1,Enterprise
Location and Time Data Source Verifier,1,1,1,Enterprise
Other Identifier Registries Verifier,1,0,1,Enterprise
Other ITS Objects Verifier,1,1,1,Enterprise
Personnel Device Verifier,1,1,1,Enterprise
Certification System Developer,1,0,1,Enterprise
Identifier Registry Developer,1,0,1,Enterprise
ITS Communications Equipment Developer,1,1,1,Enterprise
ITS Object Developer,1,1,1,Enterprise
Location and Time Data Source Developer,1,1,1,Enterprise
Other Identifier Registries Developer,1,0,1,Enterprise
Other ITS Objects Developer,1,1,1,Enterprise
Personnel Device Developer,1,1,1,Enterprise
Location and Time Data Source Manager,1,1,1,Enterprise
Location and Time Data Source Supplier,1,1,1,Enterprise
ITS Object Manager,1,1,1,Enterprise
ITS Object Supplier,1,1,1,Enterprise
Other ITS Objects Manager,1,0,1,Enterprise
Other ITS Objects Supplier,1,0,1,Enterprise
ITS Communications Equipment Manager,1,1,1,Enterprise
ITS Communications Equipment Supplier,1,1,1,Enterprise
Personnel Device Manager,1,1,1,Enterprise
Personnel Device Supplier,1,1,1,Enterprise
Identifier Registry Manager,1,0,1,Enterprise
Identifier Registry Supplier,1,0,1,Enterprise
Other Identifier Registries Manager,1,0,1,Enterprise
Other Identifier Registries Supplier,1,0,1,Enterprise
Certification System Manager,1,0,1,Enterprise
Certification System Supplier,1,0,1,Enterprise
Parking Management Center,1,1,1,Enterprise
Vehicles,0,1,0,Enterprise
Roadway Environment,0,1,0,Enterprise
Potential Obstacles,0,1,0,Enterprise
Vulnerable Road Users,0,0,1,Enterprise
Other Border Inspection Administration Centers,1,1,1,Enterprise
Other Border Inspection Systems,1,1,1,Enterprise
Roadside Communications Unit,1,1,0,Enterprise
Parking Manager,0,0,1,Enterprise
Parking Management Center Manager,1,0,1,Enterprise
Parking Management Center Developer,1,0,1,Enterprise
Parking Management Center Owner,0,0,1,Enterprise
Parking Management Center Maintainer,1,1,1,Enterprise
Parking Management Center Installer,1,1,1,Enterprise
Parking Management Center Verifier,1,0,1,Enterprise
Parking Management Center Supplier,1,1,1,Enterprise
Other Border Inspection Administration Centers Manager,1,0,1,Enterprise
Other Border Inspection Administration Centers Developer,1,0,1,Enterprise
Other Border Inspection Administration Centers Owner,0,0,1,Enterprise
Other Border Inspection Administration Centers Maintainer,1,1,1,Enterprise
Other Border Inspection Administration Centers Installer,1,1,1,Enterprise
Other Border Inspection Administration Centers Verifier,1,0,1,Enterprise
Other Border Inspection Administration Centers Supplier,1,1,1,Enterprise
Other Border Inspection Systems Manager,1,0,1,Enterprise
Other Border Inspection Systems Developer,1,0,1,Enterprise
Other Border Inspection Systems Owner,0,0,1,Enterprise
Other Border Inspection Systems Maintainer,1,1,1,Enterprise
Other Border Inspection Systems Installer,1,1,1,Enterprise
Other Border Inspection Systems Verifier,1,0,1,Enterprise
Other Border Inspection Systems Supplier,1,1,1,Enterprise
Roadside Communications Unit Manager,1,0,1,Enterprise
Roadside Communications Unit Developer,1,0,1,Enterprise
Roadside Communications Unit Owner,0,0,1,Enterprise
Roadside Communications Unit Maintainer,1,1,1,Enterprise
Roadside Communications Unit Installer,1,1,1,Enterprise
Roadside Communications Unit Verifier,1,0,1,Enterprise
Roadside Communications Unit Supplier,1,1,1,Enterprise
Other Border Inspection Administration Center Operator,1,0,1,Enterprise
Other Border Inspection System Operator,0,0,1,Enterprise
Wireless Communications Provider System,1,1,0,Enterprise
Wireless Communications Provider System Manager,0,0,1,Enterprise
Wireless Communications Provider System Developer,0,0,1,Enterprise
Wireless Communications Provider System Owner,0,0,1,Enterprise
Wireless Communications Provider System Maintainer,0,0,1,Enterprise
Wireless Communications Provider System Installer,0,0,1,Enterprise
Wireless Communications Provider System Verifier,0,0,1,Enterprise
Wireless Communications Provider System Supplier,0,0,1,Enterprise
Roadside Communications Unit Operator,0,0,1,Enterprise
Roadway Owner,0,0,1,Enterprise
Roadway Manager,0,0,1,Enterprise
Roadway Maintainer,0,0,1,Enterprise
Remote Access Device,1,1,0,Enterprise
Electric Utility,1,1,0,Enterprise
Elector,1,0,0,Enterprise
Supplementary Authorization Server,1,0,0,Enterprise
Certificate Access Manager,1,0,0,Enterprise
CCMS Manager System,1,0,0,Enterprise
Root CA,1,0,0,Enterprise
Intermediate CA,1,0,0,Enterprise
Authorization CA,1,0,0,Enterprise
Enrollment CA,1,0,0,Enterprise
Linkage Authority,1,0,0,Enterprise
Distribution Center,1,0,0,Enterprise
Device Configuration Manager,1,0,0,Enterprise
Location Obscurer Proxy,1,0,0,Enterprise
Registration Authority,1,0,0,Enterprise
Misbehavior Authority,1,0,0,Enterprise
Remote Access Device Manager,0,0,1,Enterprise
Electric Utility Manager,0,0,1,Enterprise
Elector Manager,0,0,1,Enterprise
Supplementary Authorization Server Manager,0,0,1,Enterprise
Certificate Access Manager Manager,0,0,1,Enterprise
CCMS Manager System Manager,0,0,1,Enterprise
Root CA Manager,0,0,1,Enterprise
Intermediate CA Manager,0,0,1,Enterprise
Authorization CA Manager,0,0,1,Enterprise
Enrollment CA Manager,0,0,1,Enterprise
Linkage Authority Manager,0,0,1,Enterprise
Distribution Center Manager,0,0,1,Enterprise
Device Configuration Manager Manager,0,0,1,Enterprise
Location Obscurer Proxy Manager,0,0,1,Enterprise
Registration Authority Manager,0,0,1,Enterprise
Misbehavior Authority Manager,0,0,1,Enterprise
Remote Access Device Developer,0,0,1,Enterprise
Electric Utility Developer,0,0,1,Enterprise
Elector Developer,0,0,1,Enterprise
Supplementary Authorization Server Developer,0,0,1,Enterprise
Certificate Access Manager Developer,0,0,1,Enterprise
CCMS Manager System Developer,1,0,1,Enterprise
Root CA Developer,1,0,1,Enterprise
Intermediate CA Developer,1,0,1,Enterprise
Authorization CA Developer,1,0,1,Enterprise
Enrollment CA Developer,1,0,1,Enterprise
Linkage Authority Developer,1,0,1,Enterprise
Distribution Center Developer,1,0,1,Enterprise
Device Configuration Manager Developer,1,1,1,Enterprise
Location Obscurer Proxy Developer,1,0,1,Enterprise
Registration Authority Developer,1,0,1,Enterprise
Misbehavior Authority Developer,1,0,1,Enterprise
Remote Access Device Owner,1,1,1,Enterprise
Electric Utility Owner,1,1,1,Enterprise
Elector Owner,1,0,1,Enterprise
Supplementary Authorization Server Owner,1,0,1,Enterprise
Certificate Access Manager Owner,1,0,1,Enterprise
CCMS Manager System Owner,1,0,1,Enterprise
Root CA Owner,1,0,1,Enterprise
Intermediate CA Owner,1,0,1,Enterprise
Authorization CA Owner,1,0,1,Enterprise
Enrollment CA Owner,1,0,1,Enterprise
Linkage Authority Owner,1,0,1,Enterprise
Distribution Center Owner,1,0,1,Enterprise
Device Configuration Manager Owner,1,1,1,Enterprise
Location Obscurer Proxy Owner,1,0,1,Enterprise
Registration Authority Owner,1,0,1,Enterprise
Misbehavior Authority Owner,1,0,1,Enterprise
Remote Access Device Maintainer,1,1,1,Enterprise
Electric Utility Maintainer,1,1,1,Enterprise
Elector Maintainer,1,0,1,Enterprise
Supplementary Authorization Server Maintainer,1,0,1,Enterprise
Certificate Access Manager Maintainer,1,0,1,Enterprise
CCMS Manager System Maintainer,1,0,1,Enterprise
Root CA Maintainer,1,0,1,Enterprise
Intermediate CA Maintainer,1,0,1,Enterprise
Authorization CA Maintainer,1,0,1,Enterprise
Enrollment CA Maintainer,1,0,1,Enterprise
Linkage Authority Maintainer,1,0,1,Enterprise
Distribution Center Maintainer,1,0,1,Enterprise
Device Configuration Manager Maintainer,1,1,1,Enterprise
Location Obscurer Proxy Maintainer,1,0,1,Enterprise
Registration Authority Maintainer,1,0,1,Enterprise
Misbehavior Authority Maintainer,1,0,1,Enterprise
Remote Access Device Installer,1,1,1,Enterprise
Electric Utility Installer,1,1,1,Enterprise
Elector Installer,1,0,1,Enterprise
Supplementary Authorization Server Installer,1,0,1,Enterprise
Certificate Access Manager Installer,1,0,1,Enterprise
CCMS Manager System Installer,1,0,1,Enterprise
Root CA Installer,1,0,1,Enterprise
Intermediate CA Installer,1,0,0,Enterprise
Authorization CA Installer,1,0,0,Enterprise
Enrollment CA Installer,1,0,0,Enterprise
Linkage Authority Installer,1,0,0,Enterprise
Distribution Center Installer,1,0,0,Enterprise
Device Configuration Manager Installer,1,0,0,Enterprise
Location Obscurer Proxy Installer,1,0,0,Enterprise
Registration Authority Installer,1,0,0,Enterprise
Misbehavior Authority Installer,1,0,0,Enterprise
Remote Access Device Verifier,1,0,0,Enterprise
Electric Utility Verifier,1,0,0,Enterprise
Elector Verifier,1,0,0,Enterprise
Supplementary Authorization Server Verifier,1,0,0,Enterprise
Certificate Access Manager Verifier,1,0,0,Enterprise
CCMS Manager System Verifier,1,0,0,Enterprise
Root CA Verifier,1,0,0,Enterprise
Intermediate CA Verifier,1,0,0,Enterprise
Authorization CA Verifier,1,0,0,Enterprise
Enrollment CA Verifier,1,0,0,Enterprise
Linkage Authority Verifier,1,0,0,Enterprise
Distribution Center Verifier,1,0,0,Enterprise
Device Configuration Manager Verifier,1,0,0,Enterprise
Location Obscurer Proxy Verifier,1,0,0,Enterprise
Registration Authority Verifier,1,0,0,Enterprise
Misbehavior Authority Verifier,1,0,0,Enterprise
Remote Access Device Supplier,1,1,0,Enterprise
Electric Utility Supplier,1,1,0,Enterprise
Elector Supplier,1,0,0,Enterprise
Supplementary Authorization Server Supplier,1,0,0,Enterprise
Certificate Access Manager Supplier,1,0,0,Enterprise
CCMS Manager System Supplier,1,0,0,Enterprise
Root CA Supplier,1,0,0,Enterprise
Intermediate CA Supplier,1,0,0,Enterprise
Authorization CA Supplier,1,0,0,Enterprise
Enrollment CA Supplier,1,0,0,Enterprise
Linkage Authority Supplier,1,0,0,Enterprise
Distribution Center Supplier,1,0,0,Enterprise
Device Configuration Manager Supplier,1,0,0,Enterprise
Location Obscurer Proxy Supplier,1,0,0,Enterprise
Registration Authority Supplier,1,0,0,Enterprise
Misbehavior Authority Supplier,1,0,0,Enterprise
Vehicle OBE User,1,1,1,Enterprise
Map Update System User,1,0,1,Enterprise
Other Vehicle OBEs User,1,1,1,Enterprise
Traffic Management Center User,1,0,1,Enterprise
Maint and Constr Management Center User,1,0,1,Enterprise
ITS Roadway Equipment User,1,1,1,Enterprise
Connected Vehicle Roadside Equipment User,1,1,1,Enterprise
Freight Equipment User,1,1,1,Enterprise
Intermodal Terminal User,1,1,1,Enterprise
Commercial Vehicle OBE User,1,1,1,Enterprise
Fleet and Freight Management Center User,1,0,1,Enterprise
Transportation Information Center User,1,0,1,Enterprise
Intermodal Customer System User,1,0,1,Enterprise
Freight Distribution and Logistics Center User,1,0,1,Enterprise
Freight Consolidation Station User,1,1,1,Enterprise
Personal Information Device User,1,1,1,Enterprise
Transit Management Center User,1,0,1,Enterprise
Transit Vehicle OBE User,1,1,1,Enterprise
Alternate Mode Transportation Center User,1,0,1,Enterprise
Other Transit Management Centers User,1,0,1,Enterprise
Emissions Management Center User,1,0,1,Enterprise
Weather Service System User,1,0,1,Enterprise
Surface Transportation Weather Service User,1,0,1,Enterprise
Maint and Constr Vehicle OBE User,1,1,1,Enterprise
Archived Data System User,1,0,1,Enterprise
Enforcement Center User,1,0,1,Enterprise
Wayside Equipment User,1,1,0,Enterprise
Other MCV OBEs User,1,1,1,Enterprise
Emergency Vehicle OBE User,1,1,1,Enterprise
Other Traffic Management Centers User,1,0,1,Enterprise
Financial Center User,1,0,1,Enterprise
Payment Administration Center User,1,0,1,Enterprise
ITS Roadway Payment Equipment User,1,1,0,Enterprise
Event Promoter System User,1,0,1,Enterprise
Payment Device User,1,1,1,Enterprise
Electric Charging Station User,1,1,0,Enterprise
DMV User,1,0,1,Enterprise
Other Payment Administration Centers User,1,0,1,Enterprise
Emergency Management Center User,1,0,1,Enterprise
Other ITS Roadway Equipment User,1,1,0,Enterprise
Other Emergency Management Centers User,1,0,1,Enterprise
Shelter Provider Center User,1,0,1,Enterprise
Travel Services Provider System User,1,0,1,Enterprise
Public Health System User,1,0,1,Enterprise
Rail Operations Center User,1,0,1,Enterprise
Population and Housing Data System User,1,0,1,Enterprise
Care Facility User,1,1,1,Enterprise
Other EV OBEs User,1,1,1,Enterprise
Emergency Telecommunications System User,1,1,1,Enterprise
Parking Area Equipment User,1,1,0,Enterprise
Traveler Support Equipment User,1,1,1,Enterprise
Other Transportation Information Centers User,1,0,1,Enterprise
Media User,1,0,1,Enterprise
Social Media User,1,0,1,Enterprise
Special Needs Registry User,1,0,1,Enterprise
Border Inspection Administration Center User,1,0,1,Enterprise
Border Inspection System User,1,1,1,Enterprise
Commercial Vehicle Check Equipment User,1,1,0,Enterprise
Commercial Vehicle Administration Center User,1,0,1,Enterprise
Other CV Administration Centers User,1,0,1,Enterprise
Center User,1,0,1,Enterprise
Authorizing Center User,1,0,1,Enterprise
Cooperative ITS Credentials Management System User,1,0,1,Enterprise
Field Maintenance Equipment User,1,1,1,Enterprise
Storage Facility Data Acquisition System User,1,1,0,Enterprise
Maint and Constr Administrative Systems User,1,0,1,Enterprise
Government Reporting Systems User,1,0,1,Enterprise
Archived Data User System User,1,0,1,Enterprise
Basic Transit Vehicle User,1,1,1,Enterprise
Basic Emergency Vehicle User,1,1,1,Enterprise
Basic Commercial Vehicle User,1,1,1,Enterprise
Other Authorizing Centers User,1,0,1,Enterprise
Traveler Card User,1,1,1,Enterprise
Data Distribution System User,1,0,0,Enterprise
Other Data Distribution Systems User,1,0,0,Enterprise
Object Registration and Discovery System User,1,0,0,Enterprise
Service Monitor System User,1,0,0,Enterprise
Wide Area Information Disseminator System User,1,0,1,Enterprise
Basic Maint and Constr Vehicle User,1,1,1,Enterprise
Network Time Source User,1,0,0,Enterprise
Other Freight Distribution and Logistics Centers User,1,0,1,Enterprise
Other Credentials Management Systems User,1,0,1,Enterprise
Security Credentials Registry User,1,0,0,Enterprise
Commercial Vehicle Service Provider Center User,1,0,1,Enterprise
Other Commercial Vehicle Service Provider Centers User,1,0,1,Enterprise
On-Board Weight Monitoring Equipment User,1,1,0,Enterprise
Other Map Update Systems User,1,0,0,Enterprise
Security Monitoring Equipment User,1,1,0,Enterprise
Traveler Information Voice System User,1,0,1,Enterprise
Driver Identification Card User,1,1,1,Enterprise
Multimodal Crossing Equipment User,1,1,0,Enterprise
CVO Information Requestor Center User,1,0,1,Enterprise
Other Archived Data Systems User,1,0,0,Enterprise
Other Data Sources User,1,0,0,Enterprise
Other Parking Management Centers User,1,0,1,Enterprise
Other Maint and Constr Mgmt Centers User,1,0,1,Enterprise
Asset Management System User,1,0,0,Enterprise
Equipment Repair Facility User,1,1,1,Enterprise
Alerting and Advisory System User,1,0,1,Enterprise
Basic Vehicle User,1,1,1,Enterprise
Position Corrections Source User,1,0,0,Enterprise
Field User,1,1,1,Enterprise
Vehicle Service Center User,1,1,1,Enterprise
Support Maintenance Equipment User,1,1,1,Enterprise
Traffic Regulatory Authority Center User,1,0,1,Enterprise
Other Connected Vehicle Roadside Equipment User,1,1,0,Enterprise
Location and Time Data Source User,1,0,0,Enterprise
ITS Object User,1,1,1,Enterprise
Other ITS Objects User,1,1,1,Enterprise
ITS Communications Equipment User,1,1,1,Enterprise
Personnel Device User,1,1,1,Enterprise
Identifier Registry User,1,0,1,Enterprise
Other Identifier Registries User,1,0,1,Enterprise
Certification System User,1,0,1,Enterprise
Parking Management Center User,1,1,1,Enterprise
Other Border Inspection Administration Centers User,1,1,1,Enterprise
Other Border Inspection Systems User,1,1,1,Enterprise
Roadside Communications Unit User,1,1,1,Enterprise
Wireless Communications Provider System User,1,1,1,Enterprise
Remote Access Device User,1,1,1,Enterprise
Electric Utility User,1,1,1,Enterprise
Elector User,1,0,1,Enterprise
Supplementary Authorization Server User,1,0,1,Enterprise
Certificate Access Manager User,1,0,1,Enterprise
CCMS Manager System User,1,0,1,Enterprise
Root CA User,1,0,1,Enterprise
Intermediate CA User,1,0,1,Enterprise
Authorization CA User,1,0,1,Enterprise
Enrollment CA User,1,0,1,Enterprise
Linkage Authority User,1,0,1,Enterprise
Distribution Center User,1,1,1,Enterprise
Device Configuration Manager User,1,1,1,Enterprise
Location Obscurer Proxy User,1,0,1,Enterprise
Registration Authority User,1,0,1,Enterprise
Misbehavior Authority User,1,0,1,Enterprise
Vehicle,1,1,0,Enterprise
Other Vehicles,1,1,0,Enterprise
METR Distribution Center,1,1,0,Enterprise
Vehicle Characteristics,1,1,0,Enterprise
Shared Use Transportation Center,1,1,1,Enterprise
Eligibility Certification Management System,1,0,1,Enterprise
Other PIDs,1,1,0,Enterprise
Micromobility Vehicle OBE,1,1,0,Enterprise
Personal Safety Device,1,1,0,Enterprise
Other Micromobility Vehicle OBEs,1,1,0,Enterprise
Pathway Equipment,1,1,0,Enterprise
Pathway Communications Unit,1,1,0,Enterprise
Light Vehicle OBE,1,1,0,Enterprise
METR Regulation System,1,0,0,Enterprise
METR Verification System,1,0,0,Enterprise
METR Discrepancy Handling System,1,0,1,Enterprise
Other METR Distribution Centers,1,1,0,Enterprise
Non-METR Distribution System,1,1,0,Enterprise
Other METR Regulation Systems,1,0,0,Enterprise
Other METR Discrepancy Handling Systems,1,0,1,Enterprise
METR Discrepancy Contact System,1,0,1,Enterprise
Personal,0,0,1,Enterprise
MMV User,1,1,1,Enterprise
METR Rule-Maker,1,0,1,Enterprise
METR Rule Translator Agent,1,0,1,Enterprise
Light Vehicle Driver,0,0,1,Enterprise
Vehicle Manager,1,1,1,Enterprise
Other Vehicles Manager,1,1,1,Enterprise
METR Distribution Center Manager,1,1,1,Enterprise
Vehicle Characteristics Manager,1,1,0,Enterprise
Shared Use Transportation Center Manager,1,1,1,Enterprise
Eligibility Certification Management System Manager,1,0,1,Enterprise
Other PIDs Manager,1,1,1,Enterprise
Micromobility Vehicle OBE Manager,1,1,0,Enterprise
Personal Safety Device Manager,1,1,0,Enterprise
Other Micromobility Vehicle OBEs Manager,1,1,0,Enterprise
Pathway Equipment Manager,1,1,0,Enterprise
Pathway Communications Unit Manager,1,1,0,Enterprise
Light Vehicle OBE Manager,1,1,0,Enterprise
METR Regulation System Manager,1,0,1,Enterprise
METR Verification System Manager,1,0,1,Enterprise
METR Discrepancy Handling System Manager,1,0,1,Enterprise
Other METR Distribution Centers Manager,1,1,1,Enterprise
Non-METR Distribution System Manager,1,1,1,Enterprise
Other METR Regulation Systems Manager,1,0,1,Enterprise
Other METR Discrepancy Handling Systems Manager,1,0,1,Enterprise
METR Discrepancy Contact System Manager,1,0,1,Enterprise
Personal Manager,0,0,1,Enterprise
Vehicle Developer,1,1,1,Enterprise
Other Vehicles Developer,1,1,1,Enterprise
METR Distribution Center Developer,1,1,1,Enterprise
Vehicle Characteristics Developer,1,1,0,Enterprise
Shared Use Transportation Center Developer,1,1,1,Enterprise
Eligibility Certification Management System Developer,1,0,1,Enterprise
Other PIDs Developer,1,1,1,Enterprise
Micromobility Vehicle OBE Developer,1,1,0,Enterprise
Personal Safety Device Developer,1,1,0,Enterprise
Other Micromobility Vehicle OBEs Developer,1,1,0,Enterprise
Pathway Equipment Developer,1,1,0,Enterprise
Pathway Communications Unit Developer,1,1,0,Enterprise
Light Vehicle OBE Developer,1,1,0,Enterprise
METR Regulation System Developer,1,0,1,Enterprise
METR Verification System Developer,1,0,1,Enterprise
METR Discrepancy Handling System Developer,1,0,1,Enterprise
Other METR Distribution Centers Developer,1,1,1,Enterprise
Non-METR Distribution System Developer,1,1,1,Enterprise
Other METR Regulation Systems Developer,1,0,1,Enterprise
Other METR Discrepancy Handling Systems Developer,1,0,1,Enterprise
METR Discrepancy Contact System Developer,1,0,1,Enterprise
Personal Developer,0,0,1,Enterprise
Vehicle Owner,0,1,1,Enterprise
Other Vehicles Owner,0,1,1,Enterprise
METR Distribution Center Owner,0,1,1,Enterprise
Vehicle Characteristics Owner,0,1,0,Enterprise
Shared Use Transportation Center Owner,1,1,1,Enterprise
Eligibility Certification Management System Owner,1,0,1,Enterprise
Other PIDs Owner,1,0,1,Enterprise
Micromobility Vehicle OBE Owner,1,1,0,Enterprise
Personal Safety Device Owner,1,1,1,Enterprise
Other Micromobility Vehicle OBEs Owner,1,1,0,Enterprise
Pathway Equipment Owner,0,1,0,Enterprise
Pathway Communications Unit Owner,1,1,0,Enterprise
Light Vehicle OBE Owner,1,1,0,Enterprise
METR Regulation System Owner,1,0,0,Enterprise
METR Verification System Owner,1,0,0,Enterprise
METR Discrepancy Handling System Owner,1,0,1,Enterprise
Other METR Distribution Centers Owner,1,0,0,Enterprise
Non-METR Distribution System Owner,1,0,0,Enterprise
Other METR Regulation Systems Owner,1,0,0,Enterprise
Other METR Discrepancy Handling Systems Owner,1,0,1,Enterprise
METR Discrepancy Contact System Owner,1,0,1,Enterprise
Personal Owner,0,0,1,Enterprise
Vehicle Maintainer,0,1,1,Enterprise
Other Vehicles Maintainer,0,1,1,Enterprise
METR Distribution Center Maintainer,1,1,1,Enterprise
Vehicle Characteristics Maintainer,0,1,1,Enterprise
Shared Use Transportation Center Maintainer,1,1,1,Enterprise
Eligibility Certification Management System Maintainer,1,0,1,Enterprise
Other PIDs Maintainer,1,0,1,Enterprise
Micromobility Vehicle OBE Maintainer,1,1,1,Enterprise
Personal Safety Device Maintainer,1,1,1,Enterprise
Other Micromobility Vehicle OBEs Maintainer,1,1,1,Enterprise
Pathway Equipment Maintainer,0,1,1,Enterprise
Pathway Communications Unit Maintainer,1,1,1,Enterprise
Light Vehicle OBE Maintainer,1,1,1,Enterprise
METR Regulation System Maintainer,1,0,1,Enterprise
METR Verification System Maintainer,1,0,1,Enterprise
METR Discrepancy Handling System Maintainer,1,0,1,Enterprise
Other METR Distribution Centers Maintainer,1,0,1,Enterprise
Non-METR Distribution System Maintainer,1,0,1,Enterprise
Other METR Regulation Systems Maintainer,1,0,1,Enterprise
Other METR Discrepancy Handling Systems Maintainer,1,0,1,Enterprise
METR Discrepancy Contact System Maintainer,1,0,1,Enterprise
Personal Maintainer,0,0,1,Enterprise
Vehicle Installer,0,1,1,Enterprise
Other Vehicles Installer,0,1,1,Enterprise
METR Distribution Center Installer,1,1,1,Enterprise
Vehicle Characteristics Installer,0,1,1,Enterprise
Shared Use Transportation Center Installer,1,1,1,Enterprise
Eligibility Certification Management System Installer,1,0,1,Enterprise
Other PIDs Installer,1,0,1,Enterprise
Micromobility Vehicle OBE Installer,1,1,1,Enterprise
Personal Safety Device Installer,1,1,1,Enterprise
Other Micromobility Vehicle OBEs Installer,1,1,1,Enterprise
Pathway Equipment Installer,1,1,0,Enterprise
Pathway Communications Unit Installer,1,1,0,Enterprise
Light Vehicle OBE Installer,1,1,0,Enterprise
METR Regulation System Installer,1,1,0,Enterprise
METR Verification System Installer,1,1,0,Enterprise
METR Discrepancy Handling System Installer,1,1,0,Enterprise
Other METR Distribution Centers Installer,1,1,0,Enterprise
Non-METR Distribution System Installer,1,1,0,Enterprise
Other METR Regulation Systems Installer,1,1,0,Enterprise
Other METR Discrepancy Handling Systems Installer,1,1,0,Enterprise
METR Discrepancy Contact System Installer,1,1,0,Enterprise
Personal Installer,0,0,1,Enterprise
Vehicle Verifier,1,1,0,Enterprise
Other Vehicles Verifier,1,1,0,Enterprise
METR Distribution Center Verifier,1,1,0,Enterprise
Vehicle Characteristics Verifier,1,1,0,Enterprise
Shared Use Transportation Center Verifier,1,1,1,Enterprise
Eligibility Certification Management System Verifier,1,0,1,Enterprise
Other PIDs Verifier,1,1,0,Enterprise
Micromobility Vehicle OBE Verifier,1,1,0,Enterprise
Personal Safety Device Verifier,1,1,0,Enterprise
Other Micromobility Vehicle OBEs Verifier,1,1,0,Enterprise
Pathway Equipment Verifier,1,1,0,Enterprise
Pathway Communications Unit Verifier,1,1,0,Enterprise
Light Vehicle OBE Verifier,1,1,0,Enterprise
METR Regulation System Verifier,1,1,0,Enterprise
METR Verification System Verifier,1,1,0,Enterprise
METR Discrepancy Handling System Verifier,1,1,0,Enterprise
Other METR Distribution Centers Verifier,1,1,0,Enterprise
